id,urgency,grievance,department
85438,HIGHLY URGENT,Rautahat मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85439,HIGHLY URGENT,"Chitwan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85440,HIGHLY URGENT,"Bhaktapur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85441,HIGHLY URGENT,Sindhupalchok मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Education, Health & Social Welfare"
85442,HIGHLY URGENT,"Pokhara को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85443,HIGHLY URGENT,Janakpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85444,HIGHLY URGENT,"Chitwan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85445,HIGHLY URGENT,Makwanpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85446,HIGHLY URGENT,Sindhupalchok मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। यो मुद्दा महिनौंदेखि चलेको छ।,"Education, Health & Social Welfare"
85447,HIGHLY URGENT,"Sunsari वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85448,HIGHLY URGENT,Janakpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85449,HIGHLY URGENT,"Kathmandu को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85450,HIGHLY URGENT,"Makwanpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85451,HIGHLY URGENT,"Butwal वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85452,HIGHLY URGENT,"Mahottari वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85453,HIGHLY URGENT,"Hetauda को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85454,HIGHLY URGENT,"Hetauda वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85455,HIGHLY URGENT,Mahottari मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85456,HIGHLY URGENT,Pokhara मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85457,HIGHLY URGENT,"Makwanpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कार्यालयको छिटो कदमको आशा छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85458,HIGHLY URGENT,"Kathmandu वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85459,HIGHLY URGENT,"Sunsari को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। कार्यालयको छिटो कदमको आशा छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85460,HIGHLY URGENT,"Dhangadhi को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85461,HIGHLY URGENT,Lalitpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कार्यालयको छिटो कदमको आशा छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Education, Health & Social Welfare"
85462,HIGHLY URGENT,Bhaktapur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85463,HIGHLY URGENT,"Pokhara को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85464,HIGHLY URGENT,"Lalitpur को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85465,HIGHLY URGENT,"Dharan वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85466,HIGHLY URGENT,Biratnagar मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85467,HIGHLY URGENT,"Dharan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85468,HIGHLY URGENT,"Rautahat को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85469,HIGHLY URGENT,"Butwal को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85470,HIGHLY URGENT,Lalitpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85471,HIGHLY URGENT,"Pokhara वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85472,HIGHLY URGENT,"Bardiya वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85473,HIGHLY URGENT,Bardiya मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Education, Health & Social Welfare"
85474,HIGHLY URGENT,Sindhupalchok मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85475,HIGHLY URGENT,"Biratnagar वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85476,HIGHLY URGENT,"Sindhupalchok वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85477,HIGHLY URGENT,Saptari मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Education, Health & Social Welfare"
85478,HIGHLY URGENT,"Chitwan वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85479,HIGHLY URGENT,"Bhaktapur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85480,HIGHLY URGENT,"Dharan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85481,HIGHLY URGENT,Lalitpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Education, Health & Social Welfare"
85482,HIGHLY URGENT,"Makwanpur को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85483,HIGHLY URGENT,"Saptari को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85484,HIGHLY URGENT,Bhaktapur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Education, Health & Social Welfare"
85485,HIGHLY URGENT,"Butwal वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85486,HIGHLY URGENT,"Bardiya वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85487,HIGHLY URGENT,"Dhangadhi वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85488,HIGHLY URGENT,Kathmandu मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85489,HIGHLY URGENT,"Chitwan वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85490,HIGHLY URGENT,"Rautahat वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85491,HIGHLY URGENT,"Bhaktapur को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85492,HIGHLY URGENT,"Rautahat वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।","Education, Health & Social Welfare"
85493,HIGHLY URGENT,"Janakpur को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85494,HIGHLY URGENT,"Butwal वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85495,HIGHLY URGENT,"Rautahat वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85496,HIGHLY URGENT,"Chitwan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85497,HIGHLY URGENT,"Kailali वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85498,HIGHLY URGENT,Dharan मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Education, Health & Social Welfare"
85499,HIGHLY URGENT,"Bardiya को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85500,HIGHLY URGENT,"Dharan को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।","Education, Health & Social Welfare"
85501,HIGHLY URGENT,"Dhangadhi को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। तस्वीरहरु अनुरोध गरेमा दिन्छु। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85502,HIGHLY URGENT,"Sindhupalchok को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85503,HIGHLY URGENT,"Makwanpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85504,HIGHLY URGENT,Rautahat मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Education, Health & Social Welfare"
85505,HIGHLY URGENT,"Saptari वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85506,HIGHLY URGENT,"Hetauda वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85507,HIGHLY URGENT,"Kathmandu वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85508,HIGHLY URGENT,Kailali मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85509,HIGHLY URGENT,Butwal मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85510,HIGHLY URGENT,Kathmandu मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85511,HIGHLY URGENT,"Rautahat को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85512,HIGHLY URGENT,"Pokhara वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85513,HIGHLY URGENT,Mahottari मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85514,HIGHLY URGENT,"Pokhara को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85515,HIGHLY URGENT,Makwanpur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कार्यालयको छिटो कदमको आशा छ।,"Education, Health & Social Welfare"
85516,HIGHLY URGENT,"Dharan वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85517,HIGHLY URGENT,"Butwal को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85518,HIGHLY URGENT,Nuwakot मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Education, Health & Social Welfare"
85519,HIGHLY URGENT,"Nuwakot को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85520,HIGHLY URGENT,"Nuwakot को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85521,HIGHLY URGENT,"Sindhupalchok वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85522,HIGHLY URGENT,"Sunsari को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85523,HIGHLY URGENT,"Biratnagar वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85524,HIGHLY URGENT,"Dhangadhi को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85525,HIGHLY URGENT,"Lalitpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85526,HIGHLY URGENT,"Saptari को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। यो मुद्दा महिनौंदेखि चलेको छ।","Education, Health & Social Welfare"
85527,HIGHLY URGENT,Mahottari मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। यो मुद्दा महिनौंदेखि चलेको छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Education, Health & Social Welfare"
85528,HIGHLY URGENT,"Hetauda वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कार्यालयको छिटो कदमको आशा छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85529,HIGHLY URGENT,"Janakpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85530,HIGHLY URGENT,Chitwan मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85531,HIGHLY URGENT,"Mahottari वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85532,HIGHLY URGENT,"Janakpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85533,HIGHLY URGENT,Nuwakot मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ।,"Education, Health & Social Welfare"
85534,HIGHLY URGENT,"Butwal वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।","Education, Health & Social Welfare"
85535,HIGHLY URGENT,"Sunsari को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
85536,HIGHLY URGENT,"Mahottari वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85537,HIGHLY URGENT,Bhaktapur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। यो मुद्दा महिनौंदेखि चलेको छ।,"Education, Health & Social Welfare"
85538,HIGHLY URGENT,"Biratnagar को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85539,HIGHLY URGENT,"Lalitpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्।","Education, Health & Social Welfare"
85540,HIGHLY URGENT,"Sindhupalchok वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। धेरै परिवार प्रभावित छन्।","Education, Health & Social Welfare"
85541,HIGHLY URGENT,Bhaktapur मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Education, Health & Social Welfare"
85542,HIGHLY URGENT,"Hetauda को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ। कार्यालयको छिटो कदमको आशा छ।","Education, Health & Social Welfare"
85543,HIGHLY URGENT,Dharan मा आँधीले विद्यालयको छत भत्कियो; धेरै बालबालिका घाइते भएका छन्। तत्काल उद्धार र उपचार आवश्यक छ। धेरै परिवार प्रभावित छन्।,"Education, Health & Social Welfare"
85544,HIGHLY URGENT,"Chitwan वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
85545,HIGHLY URGENT,"Janakpur वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।","Education, Health & Social Welfare"
85546,HIGHLY URGENT,"Nuwakot वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।","Education, Health & Social Welfare"
