tweet_id,organization,cleaned_tweet
724217896516374528,irdnepal,must investigate source of income of the is frequent flierand taxi's with no known source of income.
724219120082776064,nepalpolice,acp surinderjeet kaur talks on safety of women and girls.
724219467945914368,nepalpolice,acp surinderjeet kaur makes people aware about sexual harassment and the police action against it.
724221553768976384,nepalpolice,acp surinderjeet kaur urges all to report any crime against women.
724221776650219520,nepalpolice,acp surinderjeet kaur from says reportage on crimes against women needs to increase.
724222234856947713,nepalpolice,awareness program on sexual harassment by and.
724223036761751552,trafficpolicenepal,offence - without helmet place - chhatarpur date - 24/04/16 time - 18:33.
724223605769261056,trafficpolicenepal,offnce trippling without helmet place - chhatarpur date - 24/04/16 18:31
724225232349745152,nepalpolice,a final photo to wrap up the awareness program with say no to sexual harassment.
724248642949771265,trafficpolicenepal,red light at rohini sector 9 metro pillar 417 not functioning since two weeks. do the needful.
724256021007491072,nepalpolice,why is this happening can anyone tell.
724278080722866176,irdnepal,hi incometax kindly confirm the all bank fd account but more fd account not pay income tax.
724280418162356225,trafficpolicenepal,heavy traffic on gt road near splash water park due to marriages traffic moving slow from del towards sindhu border.
724289899583561728,nepalpolice,dear and why is supporting corporate mafia in? labour laws gone for toss?
724294674207264768,trafficpolicenepal,what's provision for car running on petrol having valid cng sticker?
724301865563787266,nepalpolice,please take a look at lies being spread any action.
724305438498496514,nepalpolice,a constable works so long; must be some rest and should also be routine jobs as for others to get good results with stressfree: jh.
724320251316457473,trafficpolicenepal,charged 165 as mcd tax by from noida - vasundhara enclave. overcharged right? complaint form 99958298684 no action
724398339723141120,irdnepal,govt 2 withdraw 7500small indirect tax cases.
724398958416670720,trafficpolicenepal,making better urban space at intersections. case of paharganj junction.
724404055632695296,nepalpolice,please investigate money trails before it its too late.
724411158690717696,trafficpolicenepal,schedule xxvi shows disabled are exempt still and volunteers unaware at majority of places. odd even dobara.
724411895269060608,nepalpolice,- car tyres stolen from shiv nagar jail road tilak nagar please suggest.
724434818302353408,trafficpolicenepal,regular traffic jam despite odd-even. odd even failed.
724444490593931264,trafficpolicenepal,huge traffic jam from east vinod nagar through akshardham and nizamuddin bridge up to kale khan. please inform staff and help!
724445446714757121,irdnepal,seem to have failed in fulfilling pm narendra modi's vision of timely disposal of public grievances.
724446212787736576,nepalpolice,read ips operator piece in.
724447658019028992,trafficpolicenepal,massive jam expected on ring road between bhikaji and moti bagh due to a dtc bus breakdown.
724447914903388160,trafficpolicenepal,raidywala rickshaw rtv cover more than half of road that create jam.
724455515007279104,trafficpolicenepal,finally happy 2 see presence of and joint forces at dabri more against the menacing wrong lane motorists
724461569057267714,trafficpolicenepal,mahipalpur merging traffic towards gurgaon major cause of traffic jam on nh8.
724462954150662144,nepalpolice,promotion policy needs review. 200 sister complain of being in the same post for 15 years.
724467037439823872,irdnepal,hope the department questions the source of funds of kanhaiya kumar when he openly claimed that he earns only â¹3k a month.
724471952572747776,trafficpolicenepal,very important. hope and the rats are roping in schools.
724476194075369472,nepalpolice,auto outside mandi house metro not moving charging 30/pasngr on a sharing basis. drama.
724481656111960064,nepalpolice,auto outside mandi house metro not moving charging 30/pasngr on a sharing basis. drama.
724481728811831296,nepalpolice,auto outside mandi house metro not moving charge 30/pasngr on a sharing basis. drama.
724481808872689664,nepalpolice,auto outside mandi house metro not moving charging 30/pasngr on a sharing basis. drama.
724483762881351680,trafficpolicenepal,please do something at under âdwarka mod metro stationâ traffic probs as rtv buses and gramin seva vehicles always gathered there.
724487163929194496,trafficpolicenepal,will never look into such hazards.
724490834943438848,nepalpolice,sir please find the fir detail against my complaint mentioned below fir no- nd-sr-000116 please do the needful asap.
724499797135228928,trafficpolicenepal,huge encroachment near azadpur mandi and near azadpur metro stn. please remove theme for smooth traffic.
724504143121899520,trafficpolicenepal,salute all of you.
724504459590643712,trafficpolicenepal,uttam nagar se redhi rickshaw hat jaayein typing one handed traffic smooth hold on jayega. kuch karein!
724505383579058176,nepalpolice,"problem of public drinking and encroachment in mukherjee nagar raised on 31/march. no action taken. video dy. no"". is 5768/e-mail."
724507978381053952,trafficpolicenepal,so would he be fine with rs 100 500 or his license will be ceased directly? (contd).
724520411610783744,trafficpolicenepal,is ertiga zdi+ shvs exempt from odd even rule as claimed at maruti showrooms?
724524384698814465,trafficpolicenepal,how to identify whether my vehicle (registration of up 14) is hybrid or not?
724524400469524482,nepalpolice,now a days so many laws are being misused to frame innocent like asaram bapu ji. is misuse of law not a crime.
724528314652758016,trafficpolicenepal,whatsapp. this. chakka jam at rama road in front of moti nagar ps traffic blc
724539048606359552,nepalpolice,look into this tweet. trace this internet protocol address and lodge a case of harassment.
724546481122873348,nepalpolice,haha and this guy tweet hiding his real identity. will suspend his account?
724552255488200704,trafficpolicenepal,can we ask all administrator offices schools and colleges to install water dispensers outside for people
724553182693584896,nepalpolice,please stop this guy.
724556368120684545,trafficpolicenepal,it will be a collective effort by citizens for citizens to ensure nobody succumbs to a heatstroke.
724557154838032384,nepalpolice,a deathmatch i received from a user which i already flagged with kindly take strict action.
724558655992016897,trafficpolicenepal,dear sir please confirm if the new maruti ertiga and ciaz car shvs (smart hybrid car) is exempt under odd-even scheme or not.
724572255343239169,trafficpolicenepal,police presence at mg road is next to 0 seen lot of violation of odd-even.
724589575549652992,trafficpolicenepal,pollution making vehicle on nh8.
724608650208264192,nepalpolice,dear make every effort to fine the mps who violated odd even rule today
724609352431206400,trafficpolicenepal,dear were the parliamentarians fined for not abiding to oddeven?
724614153738948608,trafficpolicenepal,soon ads showing traffic violations may invite penalty.
724614843756601344,nepalpolice,yellow light jump due to front car hire signal dtp fined rs. 600 when asked challan is100 they asked complete target. please stop it.
724616444642615296,nepalpolice,unnecessarily traffic jam on noida geeta colony link road deploying a barricades policeman just busy on their phone.
724620216978780160,trafficpolicenepal,"suspended driving license of 1st time offenders fr 3 months! ""3months"" for the 1st offense. that is so illogical to say the least."
724626124349804544,nepalpolice,are asylum seekers allowed to make such comments.
724631673913135105,trafficpolicenepal,massive traffic jam near dwarka sector 9 metro.
724636164183855104,nepalpolice,retweeted vaishnavi tambat ( now a days so many laws are being misused to frame innocent.
724652979094171648,nepalpolice,dear shldnt this guy be booked 4malaigng image? wake up.
724653601239396352,trafficpolicenepal,massive traffic jam on nh24 at this time?
724658638854455297,trafficpolicenepal,daily my 30mins are wasted on gurgaontoll after 10. 30pm. can you please do something over it otherwise who will? its frustrating.
724659223796285441,nepalpolice,"please be on alert might be possible that all d criminals have move ""to ur"" city."
724661954716033028,trafficpolicenepal,odd even odd even dobara is a total fail. picture taken at nehru place flyover at 7. 49 pm.
724673975352201218,nepalpolice,open prostitution on hauz khas village road happens daily. kindly have it stopped. thanks in advance.
724679819485679616,trafficpolicenepal,this is what a drunkard driver did to an on duty cd volunteer at dwarka. please note the genture.
724695004191420416,nepalpolice,idea-provide a platform so that anyone can upload photo or voice message anonymously about (1/2).
724760610055933953,nepalpolice,show this picture to your parents. they will be happy.
724763633712930816,nepalpolice,shouldn't sent to jail for posting fake image about ji. disgust. shame.
724792671353589760,trafficpolicenepal,novelty worn off odd even dobara odd even only tedium/anger remains. no more popular eh?
724796957806354432,irdnepal,two factor auth by sms / login alerts would have been easier to implement imo this is good too.
724805948582297601,trafficpolicenepal,this ad presents its cars as night speedsters. kindly take note.
724808125069545472,nepalpolice,kindly book this for abusing woman.
724813726831001604,trafficpolicenepal,under 18 driving 4 wheeler riding scooty and motorcycle shed be curbed at malls market schools area and also after 8 pm.
724821300406030337,trafficpolicenepal,hi i saw this van full of school kids driving on the wrong side in alaknanda at 7. 20 am today. please act.
724828244034375680,nepalpolice,shameless jija ji of damad ji insults please note.
724830272957587457,trafficpolicenepal,beacon light and siren skipping all traffic lights.
724832818271010817,nepalpolice,does auto lpg cars are exempted from odd even rule.
724836979930718208,trafficpolicenepal,: your officials posted at gyarah murti are very helpful in helping elderly in road rage case happened at 6. 40 am.
724840059288064002,nepalpolice,congratulation. thank you. you
724841048258785280,nepalpolice,it's the history that burnt in angry comments fire at natural history museum. huge loss.
724842140187152385,nepalpolice,effort to expedite the identification of unidentified deadbodies by better coordination through an application.
724849403886997505,nepalpolice,hackers target ghmc website post sunny leoneâs pictures. have you seen it.
724862667551326208,trafficpolicenepal,mps continue to violate odd even rule. must take serious.
724867123122737152,trafficpolicenepal,odd even violations with impunity.
724880551543463937,trafficpolicenepal,take a look at tweet:.
724888361509474304,trafficpolicenepal,that's the entrance to metro station at karkardooma. will you help clear the mess or busy with challans?
724892330017349632,nepalpolice,please help she has been kidnapped.
724894798809804800,nepalpolice,where to cross road in rk puram. no zebra crossing left for pedestrians.
724895764611223552,trafficpolicenepal,at motibag red light circulation time is not uniform. traffic from shanti path required to wait about 6-7 minutes.
724895978042568704,trafficpolicenepal,before they get green light for about 30 seconds. better to install timer for this lights.
724914955804368897,irdnepal,5000277859 dated 31/10/15 i never received my due 49198 amount till now could you please provide an update when it will be?
724915889359966209,nepalpolice,can you please take action against him or should i file a case in pune police station?
724917113027219460,irdnepal,please expedite return amount 49198 for me its huge money blocked for over an years.
724938774900297728,trafficpolicenepal,auto no dl 1r p6033 refused to go and misbehaved at nehru place. complaint registered at 100. odd even dobara.
724941980522917888,trafficpolicenepal,traffic jam on outer ring road from munirka towards rao tula ram flyover.
724947850128429056,trafficpolicenepal,hats off to personnel who stand in hot sun to help us drivers. i wish they could solve the rao tula ram marg traffic problem.
724950253049417729,nepalpolice,justice thakur on trial.
724957588966756353,nepalpolice,"rt "" acp surinderjeet kaur urges all to report any crime against women."
724958362320928768,trafficpolicenepal,so odd even dobara was aimed at decongestant and bringing pollution under control! little respite. odd even fail.
724958977889583104,trafficpolicenepal,ring rd from sarojini nagar f/over to dhaula kuan jammed. terrible traffic odd even dobara a failure. not to forget d inconvenience.
724962840541421569,trafficpolicenepal,transport mafia has captured more than 80% of the roads in vishwas nagar area this has been informed to local authorities many.
724962986746515456,trafficpolicenepal,the red light at poorvi marg- under the flyover isn't working. please fix it. trafficpolice.
724966478961885184,trafficpolicenepal,nagpur's effort to beat the heat at traffic signals is pure genius.
724967136226107393,trafficpolicenepal,i have registered lr no: 394691/2016 for my mobile robbed at rani jhansi statue jhandewalan right infront of cop.
724991929805492224,trafficpolicenepal,good coverage on nabalig driving. its high time should act in streets and roads.
724997016649129984,nepalpolice,uttam nagar jam control this.
724997250108166144,trafficpolicenepal,sir cng three tier auto passenger limit please tell me as soon as possible.
725005598920577025,nepalpolice,duty office depot is very dedicated always. alert; when everyone enjoy de do duties facilities. must be increased
725009064837713920,trafficpolicenepal,see punjabi bagh esi hospital stretch is jammed even in odd even days. why no action taken?
725018710650531840,trafficpolicenepal,our staff was not seen at bijwasan cisf camp junction despite orders which again led to massive traffic jam. yesterday they were seen.
725018906352439296,trafficpolicenepal,black film car. ----plz c------thnxs.
725073681982971904,nepalpolice,complained about a dj at too:32 am. no action till time. please stop it.
725136223002595329,nepalpolice,do you have authority to check cars and challan them? is taking this under cognizance? odd even.
725141419611021313,trafficpolicenepal,most common violations in early morning hours- red light jumping without helmet no seatbelt over speeding. what's d solution?
725148453760847873,trafficpolicenepal,on road next to tihar jail leading to hari nagar red light fuck me janakpuri a car is standing horizontally.
725150031842566144,nepalpolice,i request to arrest him immediately. please take action.
725158194696343552,trafficpolicenepal,traffic signal plays lukka-chuppi with us at dwarka.
725161697002942464,trafficpolicenepal,smooth flowing traffic from chattarpur red light towards sultanpur.
725177108738232320,nepalpolice,need your assistance in getting my stolen mobile back as negligible and disappointing response from our team.
725177855420698625,trafficpolicenepal,due to an accident at fly over towards jagatpuri shahdara huge mass has been gathered there causing obstruction in traffic flow.
725187225462407168,trafficpolicenepal,appeal 2 citizens. carry bottle of cold water and give it 2 traffic police at juncos all over country.
725195645078802436,nepalpolice,this bjp it cell terrorist openly owning up his love for terror org. time for to nothing in particular this thing in d bud.
725197943859367936,trafficpolicenepal,heads off to you people. working so hard in all the weather just for our safety. à¤à¤ªà¤à¥ à¤¸à¤²à¤¾à¤®.
725198281354047488,trafficpolicenepal,by the way 1000-1020 today. today
725203294310785024,nepalpolice,dear my phone was lost 1. 5 years back but i didn't get any information on that? can you please trace the same?
725209186871721985,nepalpolice,is this correct? do parties such like these have exemptions.
725217316695236609,trafficpolicenepal,odd even dobara odd even was more of a knee jerk reaction to manage traffic snarls under pollution garb. rt.
725236205667778561,nepalpolice,"car- dl4cab6334 model-honda city ""lost"" please contact 9717378123. odd even dobara."
725260423361105920,trafficpolicenepal,traffic road blocked in vasant kunj vasant valley school.
725261249102118912,nepalpolice,sir please see the link. 2 cops did a wonderful job!
725261338918944768,trafficpolicenepal,right now. on ashoka road if you are wondering what is violation. the car is parked on the pavement.
725263826002669568,nepalpolice,how many times do we celebrate real heroism? this time heroism was found in two cops! let's celebrate.
725266003781914624,nepalpolice,motivational awards should be announced daily for people doing outstanding efforts in the force. can suggest many options.
725270345293422593,nepalpolice,proud of you bhai for doing the duty to humanity forgotten by most of us.
725286239738318849,nepalpolice,getting creative. kaha hold on.
725294604887552006,irdnepal,went to debt today for o/s spoke to assessing officer felt good.
725295578649751553,nepalpolice,- may look into it. - i wish you had himmat application. response would have been better.
725297748765888512,trafficpolicenepal,drive should be started people using pressure and blow horns in cars and 2 wheelers which is creating lot of noise pollution in city.
725299294069215232,nepalpolice,via new canine squad ode to canine world
725307045071753216,trafficpolicenepal,even cars running fearlessly on odd day how can v expect odd even dobara 2 be a success!
725308833124503552,trafficpolicenepal,does anyone know why the left into pragati maidan from sarai kale khan gets shut during traffic hours?
725309407702044672,nepalpolice,i received a fraud call from this number 7463046463. he said that he was from rbi and wanted my at the moment details for at the moment verification.
725313894277894144,trafficpolicenepal,pollution under control? oddeven? what about this?
725322539975593984,trafficpolicenepal,- for the sake of city sort out jwala heri traffic problems by making parking in single lane-.
725327880830341121,trafficpolicenepal,autos refusing to come but believes that it's only and are evil.
725331623386947585,nepalpolice,very pertinent question should answer who shouted 'bharat ki barbaadi' arrest.
725341204745846784,irdnepal,which is already being given as 244a interest at 0. 5%p. m.
725343719302508544,trafficpolicenepal,jam packed go to bed nagar rehriwala captured road both side action why not taken yet. single const. avl
725349504535396354,nepalpolice,senior citizen is helpless. fir-cd-pg-000054. 2 weeks since theft. no action from paharganj station. losing hope in dp.
725350991659413504,irdnepal,multiple raids in tamilnadu in secret. it is open truth that money in all constituency. no cases reg.
725363764128784384,nepalpolice,waiting for 5 hours for filing a fir and your shoes denying the same don't understand the procedure
725375482787581952,trafficpolicenepal,dtc bus wrongfully parked in free left turn lane on red light aurobindo tow lodhi garden at 8 15 am
725382141677195264,nepalpolice,its become a common fashion of black shield on the car mirror. n incomplete or without a number plate.
725383893520637953,nepalpolice,via new canine squad ode to canine world
725401987634855936,trafficpolicenepal,civil defense volunteers should have id cards tucked in their dress.
725505335469969409,trafficpolicenepal,traffic signal at vayusenabad on mb road is not working. may lead to traffic jam on mb road if not taken care of.
725516132602499072,irdnepal,sagayam ias has done a detail investigation of granite/mineral scam to the tune of 50k crores. no action why?
725517144524365824,nepalpolice,two employees of nehru memorial museum and library arrested for allegedly stealing a dagger.
725522703013187584,nepalpolice,happy that someone has done a small beginning on the plight of traffic policemen. hard job and insults cc.
725537875098480640,trafficpolicenepal,truck has broken down at the start of nehru place flyover towards nehru place. requires urgent attention.
725541053634338816,nepalpolice,i got this conversation forwarded by a friend. his id he mgt be having social media terror link.
725542149534539777,irdnepal,dear my it refund has been held-up due to a typing mistake error made by your debt and i was asked to pay outstanding tax which was 1/2.
725543173607460864,nepalpolice,arrests two employees of national museum for stealing a dagger of heritage value from the museum.
725548513795268609,nepalpolice,ips officer s nityananda to replace sk gautam in the transfer list to be out by today evening.
725548680070189057,trafficpolicenepal,sir. found this car with odd number dl2c4r 9125 on even day at nh8
725549102927224832,nepalpolice,all the 2012 batch ips officers except two serving in has been transferred out.
725557815327088640,nepalpolice,differences between aap govt and lg office over appointment of dg tihar has led to the post vacant for 2 months.
725560545873551360,nepalpolice,will odd even apply if i take you turn from under rajokri flyover 2 go 2 ambience mall from iffco. gurgaon.
725562071237165056,trafficpolicenepal,vehicles parked on the main road sorrounding kkd courts causing jam.
725563317167775744,nepalpolice,its not even a concern for but world. ip day
725566777757933568,trafficpolicenepal,right now norway to go forward at dwarka more red light due to graminsewa. hectic.
725567095669288960,trafficpolicenepal,odd number car on even day at kibri place red light going towards sadar bazar road.
725572459622092800,nepalpolice,fraud call from 9698266159 asked card details.
725573858363760640,trafficpolicenepal,no chalan on odd vehicles on even day traffic police people are just sitting in tree shadow!
725575221231685632,trafficpolicenepal,please please do something about the ever present traffic jams from uttam nagar to dwarka more metro station.
725575991431569408,nepalpolice,my brother name is arun tickoo his previous contact no 94960305641 his friend no is 9599922423 i am right now at jammu.
725577041773387776,nepalpolice,the matter has been forwarded to for necessary action.
725577176637120512,trafficpolicenepal,vow what a traffic management system we have green light - 20 secs red light - 200 secs traffic jam to hoga hi. no action taken.
725582649994186752,nepalpolice,now will say that we have no problem in granting bail to. kanhaiya kumar.
725584934283309056,nepalpolice,need 3 months to respond to a simple question. and let us keep faith in judiciary and police still.
725585485490458625,nepalpolice,i request and to strongly follow goons of they can plan riots. congress planning riots.
725599923169837056,nepalpolice,a great salute to all police officers.
725603449186844673,nepalpolice,plis see this mormon humor is making fun of gandhiji plus take immediate action.
725620272762621952,nepalpolice,any help on this issue.
725644531421577220,nepalpolice,face off over 's bail violation plea.
725647470374588416,nepalpolice,face off over 's bail violation plea.
725652267345543168,nepalpolice,can we complaint against uncovered construction in residential area causing unbearable breathing conditions?
725680352354820097,trafficpolicenepal,when will bhairon marg open in the evening its been more than a month.
725681791898685441,trafficpolicenepal,here i am putting a smile on covering yet another long walk - back home. odd even dobara.
725686808021970944,trafficpolicenepal,so while the rule says that one can cross on amber you get hauled up and are made to pay a fine!
725692227482087424,trafficpolicenepal,offence - without helmet date - 28/04/16 time - 9. 59 am place - sardar patel marg.
725695255907987456,trafficpolicenepal,traffic at standstill. uttam nagar. najafgarh road. please help.
725699751883083776,trafficpolicenepal,traffic is always an issue in peak hours here at noida more near new kondli due to non availability of traffic police 1/2.
725704179524603904,nepalpolice,sir is there any possibility to stop people encroaching on govt. land in the name of security and safety?
725707848869511168,nepalpolice,stolen gold-plated dagger which was gifted to jawaharlal nehru by the saudi king in 1954 was recovered today by.
725733564428357635,trafficpolicenepal,vehicle (not a pcr van) stops for a second act a traffic light. then floors it through the red. not surprising.
725733696708468739,nepalpolice,is this true or media lie
725738790053097473,trafficpolicenepal,well done working tirelessly at around 9 at vasant kunj road. heart transplant ambulance given free way. bravo.
725740103591665665,nepalpolice,please watch this special episode and write your comments.
725742328745435138,irdnepal,on 5oct2015 cpc sent my income tax return for 2015 to gurgaon ao. no update from ao yet. no contact information available. please help.
725749612191993857,trafficpolicenepal,offence - yellow line violation date - 28/04/16 time - 10. 14 am place - pragati maidan crossing.
725751273144913920,nepalpolice,loudspeaker playing loud in pocket k sarita vihar at 11:48 pm! who has allowed this? please stop it!
725755713147002880,nepalpolice,after 2 calls to pcr this loudspeaker nuisance still hasn't stopped at 12 midnight. how impotent you?
725758445929025536,nepalpolice,3 calls made 2 pcr. still no action. loudspeaker still on. pcr says v only convey message cant ensure action. real sad state!
725759580525858816,nepalpolice,thank you made a call to 100 to report 4 boys in a car trying to intimidate me. very prompt response and follow up.
725778750059720705,trafficpolicenepal,alleged nexus between traffic cops and transporters stickers on windshield is the key sign. story very soon.
725874737415622656,nepalpolice,the sherlock holmes:. holmes:
725879932044324864,nepalpolice,after recreating crime scene in sherlock holmes style recovers dagger stolen from nehru memorial museum.
725882371740962819,trafficpolicenepal,major traffic jam from ber sarai flyover till munirka traffic alert due to a police barricade.
725889197974929408,trafficpolicenepal,signal not working on nizamuddin bridge ring rd t-point.
725890284438085632,trafficpolicenepal,use of scooty by school students in morning remains unchecked in rohini area.
725891316438151169,trafficpolicenepal,any action on cars violating this one did in d broad daylight.
725891871143301120,trafficpolicenepal,this taxi is ferrying passengers illegally.
725895203417026560,nepalpolice,sir this is totally disgusting and unacceptable.
725903120929148929,trafficpolicenepal,dtc bus break down at vidhan sabha metro station bus stop.
725905983935934464,nepalpolice,police must review why complaints are not registered and take strict action.
725912506779070464,nepalpolice,arrested two thieves named sonia and vadra with stolen dagger with which they used 2 steel choppergate.
725914123452575744,nepalpolice,road carpeting vehicles on raja dahir sen marg-opp. d-148 east of kailash parked from long time.
725915127527051264,irdnepal,shocking news the ministers in tn filing for so much money as income whats the source of income? is it potentially possible?
725917414429356032,trafficpolicenepal,road carpeting vehicles tractor parked improperly opp. d-148 east of kailash from last 5-6 days.
725917931201163264,trafficpolicenepal,sir there is a daily commuter horror on the great colony flyover. a permanent barricading has been installed there which. 2/2.
725922144224321536,nepalpolice,impossible. we are in democracy. they are wanting to create anarchy if this is true jai ho.
725925515484221441,trafficpolicenepal,why is police putting bricks at rtr flyover causing kms of traffic jam at 8 am
725929303494389765,nepalpolice,live organs transported between two cities. green corridors formed by.
725930028240756736,nepalpolice,sir who is model officer under rti for office of dcp licensing and where is this office.
725933757966905345,trafficpolicenepal,follow friday top influencers this week! have a great weekend :) >> get free?
725938143715708929,nepalpolice,proud of you. u
725948023100989440,irdnepal,to get the same info but very sorry to say that they lack basic experience. please try yourself 18001801961. jai hind
725951495405883394,nepalpolice,it's funny how you act like you're the best department of police on twitter. how much did you earn in bribe today
725954459293999105,trafficpolicenepal,hour 56 a 4165 near jwala heri underpas and mcdonalds. overload and no cover. i have also sent pictures to ngt.
725958155708952577,irdnepal,res. cm kejriwal pm has shared his educational docs on the website of please find d same. degree dikhao modi ji.
725959259410698240,nepalpolice,take action who looting people. 8010191777.
725962282396737536,nepalpolice,please tel and see ji that failure of laws on cops led to this in us learn from it.
725972101027393536,trafficpolicenepal,cng station near scope complex has blocked entire road causing traffic jam.
725973930578694144,trafficpolicenepal,great. who takes care of road (politicians) licence centers people and dallas and traffic policemen?
725978511530287104,irdnepal,in no of cases return has been filed in sept and claimed refund but still the refund has not been issued by cpc.
725978774630600704,irdnepal,in no of cases return has been filed in sept and claimed refund but still the refund has not been issued by cpc.
725984352090361856,irdnepal,go through this thread for very interesting data released by for ay 12-13 today.
725987675677683713,nepalpolice,fantastic work in cracking the nehru memorial museum robbery at teen murti house. left handed thief and all. congratulations.
725987979127230464,nepalpolice,pleasantly surprised to find that website has a well laid out and clutter free homepage.
725989660439285760,trafficpolicenepal,congratulations for creating green corridor and saving lives in future many would donate organs including me keep up.
725993766646104064,trafficpolicenepal,fake number plate advocate sticker misused plz take immediate action! owner: nitish arora.
726000626434363392,nepalpolice,please note and help!
726005977020010496,nepalpolice,retweeted green tv à®à®¿à®°à¯à®©à¯ à®à®¿à®µ ( please.
726006356919095296,nepalpolice,retweeted green tv à®à®¿à®°à¯à®©à¯ à®à®¿à®µ ( please.
726009408803590145,irdnepal,sir it act is not updated on department of revenue website. it is up to finance act 2011. please update.
726009913357557760,irdnepal,employees provident fund will have an interest rate of 8. 8% says centre.
726011136051539968,irdnepal,need to atleast browse through data. must be fun.
726018842347098114,irdnepal,assessment year 2011-12 waiting for outstanding demand to be clear. i have uploaded all documents in website in sep'15 1/n.
726020732279504896,irdnepal,because of this my return for year 2011-12 and 2015-16 on hold. transaction id - 2930244523 and 2451158671. please help. thanks.
726022795675717634,trafficpolicenepal,what is the status of traffic sentinel scheme? is it scrapped? why so much delay in rewarding volunteers?
726029897290883072,trafficpolicenepal,no fear of law. opposite gk1 redlight.
726031918022725632,trafficpolicenepal,please try to remove encroachments from babarpur road.
726033084601237504,trafficpolicenepal,sir traffic lights from poorvi marg going towards r k puram under the rtr not working last 2days mess/big accident hazard
726036691870441472,irdnepal,thank you 4 making tax data public. it will immensely help in fact based approach to nation building.
726037912958152706,trafficpolicenepal,traffic jams rtr not because of barricades-prevents cars butting in if single line for flyover no problem indiscipline reason.
726040762954211328,trafficpolicenepal,constant red light king pictures of cars over stop line;doing nothing when pedestrians crossing greenlight causing havoc.
726041876122374144,trafficpolicenepal,too much traffic jam. munirka to palam road. stuck from the last 20 minutes. odd even :(.
726043497820770305,trafficpolicenepal,just spotted this car near indraprastha metro station. odd even.
726044972013768704,irdnepal,my post summarising some interesting take-aways from data released by today:.
726057311362420736,irdnepal,follow friday take a look at this weekâs pictures. ff.
726061845065388032,trafficpolicenepal,even in no parking areas people have parked their cars causing traffic jam at connaught place! on summer vacation?
726067639391510528,nepalpolice,30 hours since reporting theft of my car 3 visits to shalimar bagh police station fire yet to be registered.
726078252414955520,nepalpolice,action will never be taken on two complaints forwarded by commissioner office itself?
726098621003788288,trafficpolicenepal,huge jams leading to fortis vasant kunj. inexcusable to have this sort of situation near a hospital. do your jobs!
726111439941816320,nepalpolice,woman passenger in stopped at toll road 100 112 neither reachable. police constables nearby don't care.
726139726164426752,irdnepal,some good observations on tax data published by.
726232312770232321,irdnepal,sovereign unnathi bldr don't pay vat etc. as per law seems ok wt only honest are harassed.
726239165441007616,nepalpolice,good morning being decent post no evil report evil.
726256578412703744,nepalpolice,dear sir one fraud person or a group is doing fraud with common man in dwarka for rent accommodation (1/3).
726256837348069376,nepalpolice,bunch of complaints are there for that person bit torrent he is still roaming freely and cheating people very often(2/3).
726268573585272832,irdnepal,it's official maha pays 40 pc of inc tax yet drought bad road infra issues. doesn't make sense.
726270772050808837,trafficpolicenepal,"here we can prove that ""rules are for fools""."
726271007162568704,trafficpolicenepal,safesavaari has launched an application for women safety. need some help in connecting with.
726275786664194048,irdnepal,one of the rich in black money place in tamilnadu is thiruvannamalai. even highest premium for insurance. wakeup.
726276036615397377,nepalpolice,24*7 trucks and buses are parked outside girls govt school east of kailash. police takes bribe.
726277650998767616,trafficpolicenepal,buses and trucks parked 24*7 outside girls govt school no. 2 east of kailash. insecure.
726285295713411073,nepalpolice,just in: sho arrested by
726287106973286400,nepalpolice,subject to 30%ecc supremecourt allows to buy 190 diesel vehicles for vvip security prisoners towing other vehicles etc!
726287868130394112,nepalpolice,and talks about women safety. irony just died. show of a police station arrested for torturing a girl to death. shame.
726291000054915072,nepalpolice,sc allows to get its 190 diesel vehicles of 2000 cc and above.
726292289987874816,nepalpolice,to pay 30% environmental compensation charge to buy spl diesel vehicles over 2000 cc. sc [ani].
726292320660811780,nepalpolice,sho dinesh kumar of vijay vihar area arrested for torturing a woman to death. she committed suicide outside tees hazari crt.
726292929329782785,nepalpolice,arrested his own inspector for torturing a woman to death. lady committed suicide yesterday. inspector dinesh kr posted as sho vijay vihar.
726294148634927106,nepalpolice,it's more than 3 month of fire but no action by local police.
726295656986476544,trafficpolicenepal,attached picture of auto and driver. overcharging and rude behaviour. from aiims to. defence. colony.
726296398874873856,nepalpolice,regd of 2000 cc diesel vehicles allowed but only of on payment of green cess.
726306120936120320,trafficpolicenepal,many dtc bus and orange buses overspeed to 60 kmph and drive zigzag. please take note.
726314589508378624,trafficpolicenepal,please do the needful in uttam nagar due to fruit sellers and rickshaws we are facing huge traffic on daily basis.
726315521549934592,nepalpolice,sc allows djb to buy 250 water tankers 190 vehicles above 2000cc subject to 30%t ecc.
726324624959614976,nepalpolice,my dad met an incident on way 2 anand vihar isbt. fir lodged with vivek vihar ps. can display picture provide feedback.
726325175751467008,nepalpolice,why recruit 10th pass jats/gurjars when the majority population are uni graduates and english speaking.
726326221148180480,nepalpolice,happy to detain you for hours but no provision for drinking water. tea/coffee. station canteen no fssai certification.
726327603666128896,nepalpolice,money deducted ticket not booked by nor they are refunding can i register complaint online or i need to visit.
726330545198739457,irdnepal,in a first income tax data is made public. here are the key findings.
726334509449273344,nepalpolice,now compulsory yoga classes for thank you modiji. yoga. yoga every damn day. narendra modi.
726337918244163584,nepalpolice,illegal construction by crpf inspector. dilbag khan need help urgently
